epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,11103.8,1.04029,0.83017,1.10084,0.81237,0.67214,0.77554,0.53954,1.01373,0.75272,1.07398,0.000307,0.000307,0.000307
72,11454.4,1.03627,0.82668,1.09909,0.81435,0.67189,0.77576,0.53983,1.01319,0.75258,1.07334,0.0002971,0.0002971,0.0002971
73,11828.8,1.03359,0.82136,1.09767,0.81427,0.67208,0.77627,0.54035,1.01238,0.75209,1.07277,0.0002872,0.0002872,0.0002872
74,12181.4,1.03299,0.82077,1.09641,0.81554,0.67152,0.77652,0.54041,1.01236,0.75215,1.07241,0.0002773,0.0002773,0.0002773
75,12543.1,1.0321,0.81847,1.09643,0.81334,0.67356,0.77682,0.54085,1.01191,0.75171,1.07178,0.0002674,0.0002674,0.0002674
76,12909.6,1.02815,0.8145,1.0935,0.81552,0.67232,0.77692,0.54128,1.01123,0.75149,1.07125,0.0002575,0.0002575,0.0002575
77,13274.1,1.02373,0.81048,1.09227,0.81572,0.67236,0.7772,0.54165,1.01055,0.7511,1.07066,0.0002476,0.0002476,0.0002476
78,13632.3,1.02618,0.81202,1.09196,0.8131,0.67457,0.77724,0.54202,1.01035,0.75038,1.07052,0.0002377,0.0002377,0.0002377
79,13989,1.02105,0.80731,1.08762,0.81251,0.67561,0.7775,0.54224,1.0096,0.75023,1.06975,0.0002278,0.0002278,0.0002278
80,14359.5,1.02159,0.80697,1.08667,0.81298,0.67598,0.7777,0.54267,1.00901,0.75003,1.06907,0.0002179,0.0002179,0.0002179
81,14722.9,1.01682,0.80455,1.0882,0.81132,0.67709,0.77745,0.54285,1.00844,0.74993,1.0688,0.000208,0.000208,0.000208
82,15068.9,1.01883,0.80204,1.08664,0.81178,0.67551,0.77789,0.54302,1.00779,0.74939,1.06842,0.0001981,0.0001981,0.0001981
83,15442.9,1.01165,0.79695,1.08299,0.81236,0.67609,0.7782,0.54331,1.00684,0.74933,1.06759,0.0001882,0.0001882,0.0001882
84,15798.7,1.01404,0.7948,1.08416,0.81306,0.67599,0.7787,0.54377,1.0068,0.74895,1.06736,0.0001783,0.0001783,0.0001783
85,16175,1.01137,0.7906,1.08279,0.81425,0.67588,0.7788,0.54363,1.00616,0.74889,1.06663,0.0001684,0.0001684,0.0001684
86,16532.6,1.00735,0.78778,1.08176,0.81528,0.67561,0.77874,0.544,1.00594,0.7486,1.06642,0.0001585,0.0001585,0.0001585
87,16897.2,1.00749,0.78683,1.08104,0.81373,0.67615,0.77885,0.54462,1.00507,0.74846,1.0659,0.0001486,0.0001486,0.0001486
88,17266.3,1.00432,0.78323,1.07916,0.81232,0.67737,0.77916,0.54444,1.0045,0.74819,1.06554,0.0001387,0.0001387,0.0001387
89,17641.9,0.99961,0.77715,1.07649,0.81389,0.67709,0.77942,0.54482,1.00415,0.74764,1.06518,0.0001288,0.0001288,0.0001288
90,17989.9,0.99704,0.77689,1.07434,0.81481,0.67672,0.77979,0.54536,1.00324,0.74777,1.0643,0.0001189,0.0001189,0.0001189
91,18249,1.00832,0.75376,1.0769,0.81074,0.67857,0.77992,0.5457,1.00276,0.74785,1.06395,0.000109,0.000109,0.000109
92,18483.7,0.99997,0.73874,1.07173,0.81233,0.67681,0.78005,0.54614,1.00244,0.74784,1.06377,9.91e-05,9.91e-05,9.91e-05
93,18726.7,0.99448,0.73375,1.06949,0.81292,0.67778,0.78076,0.54632,1.00231,0.74758,1.06371,8.92e-05,8.92e-05,8.92e-05
94,18991.9,0.98973,0.72762,1.06674,0.8132,0.6778,0.78092,0.5468,1.00138,0.74692,1.06311,7.93e-05,7.93e-05,7.93e-05
95,19251.6,0.98701,0.72347,1.06413,0.8154,0.67663,0.78124,0.54711,1.00085,0.74605,1.06271,6.94e-05,6.94e-05,6.94e-05
96,19523,0.98249,0.71666,1.06091,0.81459,0.6782,0.78177,0.54763,1.0006,0.74592,1.06247,5.95e-05,5.95e-05,5.95e-05
97,19779.7,0.97817,0.71229,1.05908,0.81295,0.67997,0.78187,0.54794,0.99989,0.74527,1.06187,4.96e-05,4.96e-05,4.96e-05
98,20055.4,0.97734,0.70793,1.05803,0.81809,0.67681,0.78179,0.54831,0.99972,0.74487,1.0618,3.97e-05,3.97e-05,3.97e-05
99,20353.6,0.9707,0.70334,1.05533,0.81918,0.6768,0.78213,0.54861,0.99916,0.74444,1.0613,2.98e-05,2.98e-05,2.98e-05
100,20636,0.96882,0.69868,1.05248,0.81921,0.67672,0.78227,0.54893,0.99866,0.744,1.0609,1.99e-05,1.99e-05,1.99e-05
