epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,46206.4,1.08045,0.97493,1.32887,0.7972,0.69491,0.79347,0.56014,1.02822,0.87119,1.29095,0.0004654,0.0004654,0.0004654
56,47033.4,1.07521,0.97251,1.32967,0.79914,0.69704,0.79477,0.56126,1.02661,0.86823,1.28928,0.0004555,0.0004555,0.0004555
57,47851.2,1.07796,0.97224,1.32681,0.79916,0.69843,0.79569,0.56217,1.02518,0.86473,1.28765,0.0004456,0.0004456,0.0004456
58,48662,1.07245,0.96574,1.32378,0.79849,0.70118,0.79655,0.56303,1.02404,0.86115,1.2865,0.0004357,0.0004357,0.0004357
59,49470.2,1.07301,0.96532,1.32399,0.80125,0.69862,0.79757,0.56364,1.02279,0.85765,1.28527,0.0004258,0.0004258,0.0004258
60,50278.9,1.06948,0.96005,1.321,0.80266,0.70094,0.79882,0.56437,1.02183,0.85431,1.28363,0.0004159,0.0004159,0.0004159
61,51088,1.06771,0.95772,1.32014,0.8007,0.70272,0.79949,0.56544,1.02079,0.85087,1.28227,0.000406,0.000406,0.000406
62,51895.2,1.0668,0.95898,1.32051,0.80107,0.70298,0.8005,0.56659,1.01947,0.84782,1.28123,0.0003961,0.0003961,0.0003961
63,52703.1,1.06352,0.9525,1.31616,0.80096,0.70363,0.80118,0.56709,1.01859,0.84483,1.28015,0.0003862,0.0003862,0.0003862
64,53510.3,1.06212,0.94725,1.31456,0.79865,0.70409,0.80211,0.56781,1.0173,0.84207,1.2789,0.0003763,0.0003763,0.0003763
65,54317.2,1.05531,0.94358,1.31594,0.79923,0.70551,0.80258,0.56827,1.01539,0.83922,1.27743,0.0003664,0.0003664,0.0003664
66,55124,1.05694,0.9443,1.31476,0.7986,0.7079,0.80306,0.56923,1.01412,0.83647,1.27677,0.0003565,0.0003565,0.0003565
67,55930.5,1.05534,0.94108,1.31194,0.79984,0.70892,0.80401,0.57026,1.01263,0.83433,1.27559,0.0003466,0.0003466,0.0003466
68,56737.1,1.05495,0.93661,1.31172,0.80041,0.70994,0.8043,0.57073,1.01109,0.83199,1.27421,0.0003367,0.0003367,0.0003367
69,57543.1,1.04939,0.93435,1.3092,0.80368,0.7073,0.80488,0.57129,1.00942,0.82997,1.27305,0.0003268,0.0003268,0.0003268
70,58350.1,1.05135,0.93005,1.31059,0.80241,0.70881,0.80598,0.57214,1.00812,0.8281,1.27213,0.0003169,0.0003169,0.0003169
71,59156.9,1.04601,0.925,1.30558,0.80413,0.7078,0.80661,0.57279,1.00704,0.82649,1.2713,0.000307,0.000307,0.000307
72,59963.9,1.04206,0.92395,1.30308,0.80519,0.70715,0.8073,0.57304,1.00662,0.82462,1.27071,0.0002971,0.0002971,0.0002971
73,60771.5,1.04143,0.91723,1.30226,0.80607,0.70827,0.80787,0.57369,1.00525,0.82274,1.26942,0.0002872,0.0002872,0.0002872
74,61578.1,1.03674,0.91539,1.29908,0.80371,0.71007,0.80826,0.57404,1.00384,0.82123,1.26828,0.0002773,0.0002773,0.0002773
75,62384.9,1.0377,0.91239,1.30022,0.8048,0.71005,0.8083,0.57479,1.00296,0.81997,1.26761,0.0002674,0.0002674,0.0002674
76,63191.1,1.03848,0.91245,1.29915,0.80589,0.71012,0.80853,0.57489,1.00202,0.81789,1.26651,0.0002575,0.0002575,0.0002575
77,63997.3,1.03479,0.90601,1.29794,0.80553,0.71031,0.80895,0.57541,1.00084,0.81613,1.26544,0.0002476,0.0002476,0.0002476
78,64803.7,1.03105,0.90216,1.29733,0.80903,0.70798,0.80926,0.57594,0.99984,0.81479,1.26494,0.0002377,0.0002377,0.0002377
79,65610.4,1.02719,0.89821,1.29409,0.80947,0.70957,0.8102,0.57688,0.99942,0.81282,1.26497,0.0002278,0.0002278,0.0002278
80,66417.5,1.02815,0.89516,1.29327,0.80545,0.71301,0.81034,0.57736,0.99886,0.81148,1.26451,0.0002179,0.0002179,0.0002179
81,67224.6,1.02516,0.89256,1.29155,0.80825,0.71179,0.81131,0.57801,0.99818,0.80961,1.26415,0.000208,0.000208,0.000208
82,68031.6,1.02429,0.89047,1.29028,0.80801,0.71124,0.81151,0.57888,0.99743,0.80824,1.26329,0.0001981,0.0001981,0.0001981
83,68843.5,1.01852,0.88332,1.28844,0.81013,0.71148,0.81175,0.57887,0.99615,0.80638,1.2626,0.0001882,0.0001882,0.0001882
84,69734.8,1.01723,0.88041,1.28889,0.80642,0.71588,0.81229,0.57993,0.9956,0.80499,1.26224,0.0001783,0.0001783,0.0001783
85,70615.3,1.01436,0.88016,1.28718,0.80789,0.71588,0.81279,0.58037,0.99483,0.80403,1.26178,0.0001684,0.0001684,0.0001684
86,71547.2,1.01201,0.87309,1.28357,0.80666,0.71738,0.81282,0.58065,0.99396,0.8027,1.26125,0.0001585,0.0001585,0.0001585
87,72498.1,1.01091,0.86874,1.28101,0.80441,0.71823,0.81304,0.58092,0.99329,0.80119,1.26064,0.0001486,0.0001486,0.0001486
88,73417.8,1.00795,0.86711,1.2807,0.8038,0.72154,0.81373,0.58149,0.99219,0.79991,1.25951,0.0001387,0.0001387,0.0001387
89,74746.8,1.00451,0.86111,1.27908,0.80317,0.72293,0.81406,0.5819,0.99135,0.79887,1.25871,0.0001288,0.0001288,0.0001288
90,75988.2,1.00201,0.8574,1.27729,0.80212,0.72413,0.81444,0.58202,0.99044,0.79739,1.2585,0.0001189,0.0001189,0.0001189
91,77074.2,1.00641,0.82789,1.27606,0.80949,0.71977,0.81491,0.58253,0.98976,0.79574,1.25798,0.000109,0.000109,0.000109
92,78208.3,1.00055,0.81651,1.26813,0.80956,0.71922,0.8156,0.58365,0.98965,0.79443,1.2581,9.91e-05,9.91e-05,9.91e-05
93,79419,0.99494,0.81252,1.26424,0.81055,0.71987,0.81575,0.58395,0.98893,0.79273,1.25749,8.92e-05,8.92e-05,8.92e-05
94,80404.7,0.98926,0.80276,1.25992,0.81008,0.71992,0.81639,0.584,0.98765,0.79118,1.25666,7.93e-05,7.93e-05,7.93e-05
95,81611.9,0.98649,0.79801,1.26079,0.80676,0.72169,0.81678,0.58477,0.98706,0.79041,1.25639,6.94e-05,6.94e-05,6.94e-05
96,82817.9,0.98329,0.79458,1.2552,0.80769,0.72212,0.81735,0.5854,0.9867,0.78931,1.25618,5.95e-05,5.95e-05,5.95e-05
97,84009.1,0.97904,0.78775,1.2569,0.81151,0.72147,0.81806,0.58601,0.98665,0.78905,1.25641,4.96e-05,4.96e-05,4.96e-05
98,85205.5,0.97551,0.77999,1.25211,0.81275,0.72091,0.81836,0.58629,0.98659,0.78803,1.25642,3.97e-05,3.97e-05,3.97e-05
99,86398.7,0.96914,0.7756,1.24822,0.81535,0.71736,0.81873,0.58666,0.98669,0.78686,1.25647,2.98e-05,2.98e-05,2.98e-05
100,87662.8,0.96566,0.77149,1.24549,0.81374,0.71877,0.81889,0.58674,0.98694,0.78619,1.25655,1.99e-05,1.99e-05,1.99e-05
